51
# x y z
0	0	0
8	0	0
16	0	0
24	0	0
32	0	0
40	0	0
48	0	0
56	0	0
64	0	0
72	0	0
80	0	0
88	0	0
96	0	0
104	0	0
112	0	0
120	0	0
128	0	0
136	0	0
144	0	0
152	0	0
160	0	0
168	0	0
176	0	0
184	0	0
192	0	0
200	0	0
208	0	0
216	0	0
224	0	0
232	0	0
240	0	0
248	0	0
256	0	0
264	0	0
272	0	0
280	0	0
288	0	0
296	0	0
304	0	0
312	0	0
320	0	0
328	0	0
336	0	0
344	0	0
352	0	0
360	0	0
368	0	0
376	0	0
384	0	0
392	0	0
400	0	0
599
# a b m n err i ip iperr k r rhoa u valid 
1	4	2	3	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.71810016111865e+01	0.00000000000000e+00	8.40265054352598e+01	0.00000000000000e+00	1
2	5	3	4	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.05717262795946e+01	0.00000000000000e+00	7.99355774299312e+01	0.00000000000000e+00	1
3	6	4	5	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.26889528468346e+01	0.00000000000000e+00	8.11305392512815e+01	0.00000000000000e+00	1
4	7	5	6	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.32831472139170e+01	0.00000000000000e+00	8.17286703921503e+01	0.00000000000000e+00	1
5	8	6	7	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.35076872097645e+01	0.00000000000000e+00	8.19800280711275e+01	0.00000000000000e+00	1
6	9	7	8	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.36147675241500e+01	0.00000000000000e+00	8.20954592039214e+01	0.00000000000000e+00	1
7	10	8	9	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.36702608303102e+01	0.00000000000000e+00	8.21514246372278e+01	0.00000000000000e+00	1
8	11	9	10	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37000661821998e+01	0.00000000000000e+00	8.21738938610427e+01	0.00000000000000e+00	1
9	12	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37235297016528e+01	0.00000000000000e+00	8.21834802620717e+01	0.00000000000000e+00	1
10	13	11	12	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37328322526210e+01	0.00000000000000e+00	8.21961797362381e+01	0.00000000000000e+00	1
11	14	12	13	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37404161866504e+01	0.00000000000000e+00	8.21982041546360e+01	0.00000000000000e+00	1
12	15	13	14	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37466469111302e+01	0.00000000000000e+00	8.21969789450934e+01	0.00000000000000e+00	1
13	16	14	15	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37503607457434e+01	0.00000000000000e+00	8.22023673569365e+01	0.00000000000000e+00	1
14	17	15	16	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37523174930236e+01	0.00000000000000e+00	8.22049950806412e+01	0.00000000000000e+00	1
15	18	16	17	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37541082151992e+01	0.00000000000000e+00	8.22028521795361e+01	0.00000000000000e+00	1
16	19	17	18	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37566417065105e+01	0.00000000000000e+00	8.21987469219449e+01	0.00000000000000e+00	1
17	20	18	19	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37581888045992e+01	0.00000000000000e+00	8.22031649566157e+01	0.00000000000000e+00	1
18	21	19	20	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37583236085189e+01	0.00000000000000e+00	8.22132274259483e+01	0.00000000000000e+00	1
19	22	20	21	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37596980870614e+01	0.00000000000000e+00	8.22140546233990e+01	0.00000000000000e+00	1
20	23	21	22	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37610054055487e+01	0.00000000000000e+00	8.22120665040930e+01	0.00000000000000e+00	1
21	24	22	23	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37617320062996e+01	0.00000000000000e+00	8.22110672963390e+01	0.00000000000000e+00	1
22	25	23	24	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37611186181196e+01	0.00000000000000e+00	8.22208737059816e+01	0.00000000000000e+00	1
23	26	24	25	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37616007401202e+01	0.00000000000000e+00	8.22227634564506e+01	0.00000000000000e+00	1
24	27	25	26	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37623653181753e+01	0.00000000000000e+00	8.22147418251808e+01	0.00000000000000e+00	1
25	28	26	27	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37626785151188e+01	0.00000000000000e+00	8.22126189207374e+01	0.00000000000000e+00	1
26	29	27	28	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37616626913015e+01	0.00000000000000e+00	8.22229344831603e+01	0.00000000000000e+00	1
27	30	28	29	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.37616907956496e+01	0.00000000000000e+00	8.22254691965565e+01	0.00000000000000e+00	1
